title,number of ratings,price,url
"Swanson Premium White Chunk Chicken Breast, 12.5 oz. Can (Pack of 2)",355,5.52,/ip/12-Cups-Del-Monte-Fruit-Cup-Snacks-No-Sugar-Added-Assorted-Flavors-4-oz-fruit-cups/21849151
"(12 Cups) Del Monte Fruit Cup Snacks Variety Pack (Peaches, Cherry Mixed Fruit, Mixed Fruit), 4 oz cups",439,5.46,/ip/Libbys-Corned-Beef-12-Ounce/10536020
"(12 Cups) Del Monte Fruit Cup Snacks No Sugar Added Assorted Flavors, 4 oz fruit cups",179,6.74,/ip/Dole-Fruit-Bowls-Mandarin-Oranges-in-100-Fruit-Juice-4-Oz-Bowls-12-Cups-of-Fruit/21949967
"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs",569,3.64,/ip/Nabisco-Sweet-Treats-Cookie-Variety-Pack-OREO-OREO-Golden-CHIPS-AHOY-30-Snack-Packs/50259424
"Welch's Fruit Snacks, Mixed Fruit, 40 ct, 0.9 oz",648,19.87,/ip/Welch-s-Fruit-Snacks-Mixed-Fruit-40-ct-0-9-oz/53479012
"Great Value Whole Natural Almonds, 14 oz",241,5.98,/ip/Great-Value-Whole-Natural-Almonds-14-oz/50228646
"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz",593,6.98,/ip/Pringles-Snack-Stacks-Potato-Crisps-Chips-Flavored-Variety-Pack-19-5-Oz/453387822
"Slim Jim Snack-Sized Smoked Meat Stick, Original Flavor, Keto Friendly Snack Stick, 0.28 Oz, 46 Count",429,6.98,/ip/Slim-Jim-Snack-Sized-Smoked-Meat-Stick-Original-Flavor-Keto-Friendly-Snack-Stick-0-28-Oz-46-Count/834187603
"Nabisco Savory Cracker Variety Pack, RITZ, Cheese Nips, Wheat Thins & RITZ Toasted Chips Sour Cream and Onion, 20 Snack Packs",91,4.97,/ip/Nabisco-Savory-Cracker-Variety-Pack-RITZ-Cheese-Nips-Wheat-Thins-RITZ-Toasted-Chips-Sour-Cream-and-Onion-20-Snack-Packs/50259425
"Great Value Roasted & Salted Almonds, 14 oz",140,9.37,/ip/Great-Value-Roasted-Salted-Almonds-14-oz/50128103
"Great Value Dry Roasted & Lightly Salted Almonds, 14 oz",157,8.62,/ip/Great-Value-Dry-Roasted-Lightly-Salted-Almonds-14-oz/50128107
"Great Value Cocoa Roasted Almonds, 14 oz",199,6.98,/ip/Great-Value-Cocoa-Roasted-Almonds-14-oz/50128104
"Frito-Lay Party Mix, 1 oz Bags, 40 Count",569,4.98,/ip/Frito-Lay-Party-Mix-1-oz-Bags-40-Count/571509501
SnackWell's Devil's ,13,19.87,/ip/SnackWell-s-Devil-s-Food-Cookie-Cakes-6-75-oz-Pack-of-12/42418012
Food,157,3.64,/ip/Moon-Pie-Double-Decker-Banana-Marshmallow-Sandwiches-2-75-Oz-12-Count/46161621
" Cookie Cakes, 6.75 oz, (Pack of 12)",78,3.64,/ip/Moon-Pie-Double-Decker-Vanilla-Marshmallow-Sandwiches-2-75-Oz-12-Count/46161620
"Moon Pie Double Decker Banana Marshmallow Sandwiches, 2.75 Oz., 12 Count",4,53.66,/ip/Great-Value-Blueberry-Snack-Muffins-12-oz-12-Count/309274340
"Moon Pie Double Decker Vanilla Marshmallow Sandwiches, 2.75 Oz., 12 Count",5,4.58,/ip/Hostess-Chocolate-Zingers-Devil-s-Food-Snacks-3-81-oz/163976380
"Great Value Blueberry Snack Muffins, 12 oz, 12 Count",2,10.57,/ip/18-Ct-Drake-s-Funny-Bones-Frosted-Peanut-Butter-Creme-Filled-Devils-Food-Cakes-Snack-Pack/527060893
Hostess Chocolate Zingers Devil's ,155,18.49,/ip/Great-Value-Chocolate-Cupcakes-2-oz-12-count/784342074
4 Him ,4,3.64,/ip/4-Him-Food-Group-Cosmos-Creations-Puffed-Corn-6-5-oz/34249912
Food,263,19.87,/ip/Utz-Baked-Cheddar-Cheese-Balls-28-Oz/37319722
" Group Cosmos Creations  Puffed Corn, 6.5 oz",434,3.64,/ip/Umaibo-Japanese-Popular-Corn-Snack-food-Cheese-Flavor-Pack-of-30-Pieces/849828112
"Utz Baked Cheddar Cheese Balls, 28 Oz.",243,10.51,/ip/Cheetos-Crunchy-Cheese-Flavored-Snacks-Party-Size-15-oz-Bag/443076575
"Umaibo, Japanese Popular Corn Snack ",66,5.98,/ip/Wise-Foods-Cheddar-Cheese-Doodles-Baked-Puffs-8-5-oz-Bag-3-Bags/410018140
food,63,14.99,/ip/Cheetos-Puffs-Cheese-Flavored-Snacks-Party-Size-13-5-oz-Bag/760705894
", Cheese Flavor; Pack of 30 Pieces",12,3.98,/ip/Cheetos-Crunchy-Flamin-Hot-Cheese-Flavored-Snacks-Party-Size-15-oz-Bag/765041057
"Dole Fruit Bowls Yellow Cling Diced Peaches in 100% Fruit Juice, 4oz Bowls, 12 Cups",218,3.64,/ip/Dole-Fruit-Bowls-Yellow-Cling-Diced-Peaches-in-100-Fruit-Juice-4oz-Bowls-12-Cups/21268926
"(12 Cups) Del Monte Fruit Cup Snacks No Sugar Added Assorted Flavors, 4 oz fruit cups",355,3.64,/ip/12-Cups-Del-Monte-Fruit-Cup-Snacks-No-Sugar-Added-Assorted-Flavors-4-oz-fruit-cups/21849151
"(8 Pack) Dole Fruit Bowls, Pineapple in Lime Gel, 4.3 Ounce (4 Cups)",55,3.64,/ip/8-Pack-Dole-Fruit-Bowls-Pineapple-in-Lime-Gel-4-3-Ounce-4-Cups/47225933
"Great Value Fruit Cocktail in Heavy Syrup, 29 oz",80,6.58,/ip/Great-Value-Fruit-Cocktail-in-Heavy-Syrup-29-oz/10315436
"(3 Pack) Great Value Pear Halves in Heavy Syrup, 29 oz",70,13.16,/ip/3-Pack-Great-Value-Pear-Halves-in-Heavy-Syrup-29-oz/47228248
"Great Value Mandarin Oranges in Light Syrup, 15 oz",82,5.98,/ip/Great-Value-Mandarin-Oranges-in-Light-Syrup-15-oz/10316088
"(12 cups) Del Monte Fruit Cup Snacks Diced Peaches in 100% Juice, 4 oz cups",213,11.96,/ip/12-cups-Del-Monte-Fruit-Cup-Snacks-Diced-Peaches-in-100-Juice-4-oz-cups/21849152
"(12 Cups) Dole Fruit Bowls No Sugar Added Yellow Cling Diced Peaches, 4 oz cups",89,17.67,/ip/12-Cups-Dole-Fruit-Bowls-No-Sugar-Added-Yellow-Cling-Diced-Peaches-4-oz-cups/47228226
"Dole Fruit Bowls Mandarin Oranges in 100% Fruit Juice, 4 Oz Bowls, 12 Cups of Fruit",179,1.64,/ip/Dole-Fruit-Bowls-Mandarin-Oranges-in-100-Fruit-Juice-4-Oz-Bowls-12-Cups-of-Fruit/21949967
"(8 Pack) Dole Fruit Bowls, Mixed Fruit in Sugar Free Cherry Gel, 4.3 Ounce (4 Cups)",47,3.64,/ip/8-Pack-Dole-Fruit-Bowls-Mixed-Fruit-in-Sugar-Free-Cherry-Gel-4-3-Ounce-4-Cups/47225929
"(3 Pack) Dole Pineapple in Sugar Free Strawberry Gel, 4.3 oz. bowls",22,19.87,/ip/3-Pack-Dole-Pineapple-in-Sugar-Free-Strawberry-Gel-4-3-oz-bowls/112283916
Gullon Sugar Free Fiber Cookies,1,3.64,/ip/Gullon-Sugar-Free-Fiber-Cookies/492063840
Maria Cookies Sugar Free Goya 7 oz (Pack of 2),8,16.65,/ip/Maria-Cookies-Sugar-Free-Goya-7-oz-Pack-of-2/580640805
Gullon SUGAR FREE Digestive Biscuits 245g,2,8.61,/ip/Gullon-SUGAR-FREE-Digestive-Biscuits-245g/547683465
Stern's Bakery 0g Trans Fat Sugar Free Chocolate Rugelach 9 oz.,3,7.56,/ip/Stern-s-Bakery-0g-Trans-Fat-Sugar-Free-Chocolate-Rugelach-9-oz/313464277
"Murray's Cookies, Vanilla Wafers, Sugar Free",2,10.58,/ip/Murray-s-Cookies-Vanilla-Wafers-Sugar-Free/158434047
Gullon Sugar Free Choco Chip Cookies - 2 Packs,3,11.99,/ip/Gullon-Sugar-Free-Choco-Chip-Cookies-2-Packs/365065269
"G Hughes Sugar Free Ketchup, 13 oz",109,9.46,/ip/G-Hughes-Sugar-Free-Ketchup-13-oz/540060996
"Utz Pub Mix, 44 oz Barrel",305,3.64,/ip/Utz-Pub-Mix-44-oz-Barrel/47473158
"Utz Party Mix, 26 oz Barrel",39,19.87,/ip/Utz-Party-Mix-26-oz-Barrel/340511989
Gardettos Special Request Roasted Garlic Rye Chips 14oz,249,5.98,/ip/Gardettos-Special-Request-Roasted-Garlic-Rye-Chips-14oz/47905681
"Chex Mix Traditional Savory Snack Mix, 15 oz",244,6.99,/ip/Chex-Mix-Traditional-Savory-Snack-Mix-15-oz/10813359
"Disney Minnie Bowtique Kids Lunch Boxes . Clasp Handl Semi-round Shaped Tin Box , Reusable Stylish Metal ",50,6.48,/ip/Disney-Minnie-Bowtique-Kids-Lunch-Boxes-Clasp-Handl-Semi-round-Shaped-Tin-Box-Reusable-Stylish-Metal-Food-Snack-Storage-Container-School-Travel-Presc/876040066
Food,199,2.98,/ip/Munchies-Cheese-Fix-Party-Size-13-oz-Bag/709787565
" Snack Storage Container for School & Travel, Preschool & Toddler Girls Play",158,2.98,/ip/Chex-Mix-Cheddar-Savory-Snack-Mix-15-oz/10813358
"Munchies Cheese Fix, Party Size, 13 oz Bag",44,10.09,/ip/Chex-Mix-Bold-Party-Blend-Savory-Snack-Mix-15-oz/10813347
"Utz Old Fashioned Pretzel Rods  27 oz. Barrel  Thick, Crunchy Pretzel Rod, Perfect for Dipping and Snacks, Zero Cholesterol Snack ",311,3.64,/ip/Utz-Old-Fashioned-Pretzel-Rods-27-oz-Barrel-Thick-Crunchy-Pretzel-Rod-Perfect-for-Dipping-and-Snacks-Zero-Cholesterol-Snack-Food/415919858
Food,282,19.87,/ip/Great-Value-Peanut-Butter-Filled-Pretzel-Nuggets-18-Oz-Canister/153406428
Great Value Peanut Butter Filled Pretzel Nuggets 18 Oz. Canister,257,3.64,/ip/Rold-Gold-Tiny-Pretzel-Twists-16-Oz/10900063
"Rold Gold Tiny Pretzel Twists, 16 Oz.",51,11.35,/ip/Rold-Gold-Pretzel-Sticks-16-Oz/10900064
"Rold Gold Pretzel Sticks, 16 Oz.",186,8.45,/ip/Great-Value-Pretzel-Rods-12-oz/22109595
Great Value Pretzel Rods 12 oz,16,2.98,/ip/Great-Value-Ultra-Thin-Salty-Pretzel-Sticks-16-oz/33485675
"Great Value Ultra Thin Salty Pretzel Sticks, 16 oz",211,2.98,/ip/Combos-Cheddar-and-Pizzeria-Baked-Snack-Variety-Pack-12-Ct-Box-0-93-Oz-Bags/21651849
"Combos Cheddar and Pizzeria Baked Snack Variety Pack,12 Ct Box (0.93 Oz. Bags)",68,1.33,/ip/Utz-Sourdough-Specials-Pretzels-28-Oz/23658428
Alpineaire Veggie Nut Mix,92,3.64,/ip/Alpineaire-Veggie-Nut-Mix/312088592
"Great Value Mountain Trail Mix, 1.75 oz, 8 count",270,19.87,/ip/Great-Value-Mountain-Trail-Mix-1-75-oz-8-count/35192854
"Great Value Indulgent Trail Mix, 26 Oz.",45,4.98,/ip/Great-Value-Indulgent-Trail-Mix-26-Oz/39205515
"Great Value Omega-3 Trail Mix, 1.75 oz, 8 Count",719,9.95,/ip/Great-Value-Omega-3-Trail-Mix-1-75-oz-8-Count/752759014
"Great Value Mountain Trail Mix, 26 Oz.",414,3.12,/ip/Great-Value-Mountain-Trail-Mix-26-Oz/39205511
"Great Value Omega3 Trail Mix, 22 Oz",247,4.98,/ip/Great-Value-Omega3-Trail-Mix-22-Oz/711963269
"Great Value Peanut Butter Flavored Trail Mix Made with Reese's Pieces, 26 oz",136,6.87,/ip/Great-Value-Peanut-Butter-Flavored-Trail-Mix-Made-with-Reese-s-Pieces-26-oz/22700307
"Great Value Traditional Trail Mix with M&M's Milk Chocolate Candies, 36.5 Oz.",528,4.98,/ip/Great-Value-Traditional-Trail-Mix-with-M-M-s-Milk-Chocolate-Candies-36-5-Oz/39205530
Gerber Baby ,510,3.64,/ip/Gerber-2nd-Foods-Natural-Banana-Blueberry-Baby-Food-4-oz-Jar/676625798
Food,130,5.98,/ip/2-pack-Great-Value-Apple-Pie-Filling-or-Topping-21-oz/430775467
" Jars, In-Store Purchase Only",20,19.87,/ip/Great-Value-Sugar-Free-Black-Cherry-Gelatin-Dessert-0-3-oz/788028966
"(2 pack) Great Value Apple Pie Filling or Topping, 21 oz",6,1.46,/ip/Great-Value-Gelatin-Dessert-Strawberry-6-oz/809553103
"Great Value Sugar Free Black Cherry Gelatin Dessert, 0.3 oz",62,3.98,/ip/Great-Value-Unflavored-Gelatin-0-25-oz-32-Count/531996398
"Great Value Gelatin Dessert, Strawberry, 6 oz",10,5.38,/ip/Great-Value-Cherry-Gelatin-Dessert-Family-Size-6-oz/548812220
"Great Value Unflavored Gelatin, 0.25 oz, 32 Count",15,0.36,/ip/Great-Value-Sugar-Free-Lime-Gelatin-Dessert-0-3-oz/10315166
"Great Value Cherry Gelatin Dessert Family Size, 6 oz",6,0.87,/ip/Great-Value-Gelatin-Dessert-Family-Size-Orange-6-oz/342898574
"Great Value Sugar Free Lime Gelatin Dessert, 0.3 oz",4,4.99,/ip/Great-Value-Gelatin-Dessert-Family-Size-Lime-6-oz/711385480
"Gerber Lil' Crunchies Baked Corn Baby Snack Variety Pack, Mild Cheddar & Veggie Dip, 1.48 oz",96,3.64,/ip/4-Canisters-Gerber-Lil-Crunchies-Mild-Cheddar-Veggie-Dip-Baked-Corn-Snack-Variety-Pack-1-48-oz/437721335
(2 Pack) KENT PRECISION FOODS GROUP INC W536-J7425 4OZ Salsa Mix Seasoning,43,19.87,/ip/2-Pack-KENT-PRECISION-FOODS-GROUP-INC-W536-J7425-4OZ-Salsa-Mix-Seasoning/47243622
"Tostitos Medium Salsa Con Queso, 15 oz Jar",421,3.64,/ip/Tostitos-Medium-Salsa-Con-Queso-15-oz-Jar/15240680
"Tostitos Medium Restaurant Style Salsa, 15.5 oz Jar",154,7.54,/ip/Tostitos-Medium-Restaurant-Style-Salsa-15-5-oz-Jar/14574617
"Tostitos Chunky Habanero Salsa, 15.5 oz Jar",67,15.08,/ip/Tostitos-Chunky-Habanero-Salsa-15-5-oz-Jar/49910693
Frontera ,2,4.64,/ip/Frontera-Foods-Jalape-O-Cilantro-Salsa-Jalape-O-16-Oz/10448588
Foods,172,8.73,/ip/Tostitos-Mild-Chunky-Salsa-24-oz-Jar/10790824
" Jalape?O Cilantro Salsa Jalape?O, 16 Oz",177,3.98,/ip/Tostitos-Creamy-Spinach-Dip-15-oz-Jar/10790874
"Tostitos Mild Chunky Salsa, 24 oz Jar",18,3.28,/ip/Great-Value-Original-Flavor-Bean-Dip-10-Oz/55504648
"Organic Mango Cheeks, 1.5 Pounds - Dried, Non-GMO, Kosher, Unsulphured, Unsweetened, Bulk - by ",29,3.64,/ip/Organic-Mango-Cheeks-1-5-Pounds-Dried-Non-GMO-Kosher-Unsulphured-Unsweetened-Bulk-by-Food-to-Live/527272646?wpa_bd=&wpa_pg_seller_id=7380ECB973A14504AF45E656CFD3FBDF&wpa_ref_id=wpaqs:XBqoyLu-n5jSw62vSwGR1S1nRjDdSR4crEMD0eCGJfODB2Elj9sIt2-lo8X1kW17_DjkNpb-S9H7HlxGqJKXQBipZ558K91SQ_FJM_7Cgd_W-yd-kjSktWmmnwVpM-WnoTNUKfyhZ260e58-cJ0kI5kTRAvXRWHHvawi-Umm4J9jhhDoc6vKWElurHW4bQT2k0ned34jBJaowZ-VyKQp5g&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=1&wpa_plmt=__plmt__&wpa_aduid=__aduid__
Food,7,19.87,/ip/Diced-Dried-Pineapple-10-Pounds-Raw-Vegan-Sweetened-Unsulfured-Bulk-Great-for-Culinary-Use-and-Baking-by-Food-to-Live/805534505?wpa_bd=&wpa_pg_seller_id=7380ECB973A14504AF45E656CFD3FBDF&wpa_ref_id=wpaqs:38ijdwlmfn2lSUie5jQoJSmaGv05TXYO82eKlaNvlBnDzvNiUeRB7I9T1QdsWFyXYVtxErYzDHPAEY5IePYNJEd3Ws0mo9QBozsNs5CsByZR6A6IfAiD0G0Cy-lVnz8QDnEqhCvdeYW9KEKssDElJLVxI8Xm5D7-7OYkcHTX7qOAbR333x2HYYrG9go2ermm4t1OCtD9WKsGqRyfP49k9w&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=2&wpa_plmt=__plmt__&wpa_aduid=__aduid__
 to Live,26,3.64,/ip/Food-to-Live-Medjool-Dates-Organic-16-oz/127853703
"Diced Dried Pineapple, 10 Pounds - Raw, Vegan, Sweetened, Unsulfured, Bulk, Great for Culinary Use and Baking - by ",16,15.49,/ip/Food-To-Live-Medjool-Dates-1-Pound/167256422
Food,7,443.98,/ip/Organic-Banana-Chips-10-Pounds-Sweetened-Unsulfured-Non-GMO-Kosher-Vegan-Bulk-by-Food-to-Live/461361763
 to Live,5,6.99,/ip/Organic-Mixed-Berries-1-Pound-Non-GMO-Dried-Blueberries-Cranberries-Tart-Cherries-Kosher-Lightly-Sweetened-Unsulfured-Bulk-Food-Live/453026792
Food,25,72.99,/ip/Augason-Farms-Emergency-Food-Dehydrated-Diced-Carrots-38-oz/22985142
" to Live Medjool Dates, Organic, 16 oz",15,13.99,/ip/Food-to-Live-Certified-Organic-Dried-Cranberries-Non-GMO-Unsulfured-Bulk-2-Pounds/163874569
Food,9,14.99,/ip/Organic-Dried-Blueberries-30-Pounds-Non-GMO-Kosher-Raw-Vegan-Unsulfured-Bulk-by-Food-to-Live/252210153
"Great Value Sun-Dried Raisins, 20 oz",767,3.64,/ip/Great-Value-Sun-Dried-Raisins-20-oz/20896168
"Welch's Fruit Snacks, Mixed Fruit, 40 ct, 0.9 oz",648,3.64,/ip/Welch-s-Fruit-Snacks-Mixed-Fruit-40-ct-0-9-oz/53479012
"(2 Pack) Sunsweet Prunes, 25 oz",44,5.98,/ip/2-Pack-Sunsweet-Prunes-25-oz/360027028
"Great Value Dried Prunes, Pitted, 18 oz",791,2.94,/ip/Great-Value-Dried-Prunes-Pitted-18-oz/12430567
"Sun-Maid Yogurt Raisins, Vanilla, 6 ct, 1 oz",172,6.98,/ip/Sun-Maid-Yogurt-Raisins-Vanilla-6-ct-1-oz/10307662
"Sunripe Candied Pineapple, 8 Oz.",2,6.28,/ip/Sunripe-Candied-Pineapple-8-Oz/47375540
"Great Value Dried Mango, Sweetened, 6 oz",178,3.94,/ip/Great-Value-Dried-Mango-Sweetened-6-oz/17179143
"Diced Dried Pineapple, 10 Pounds - Raw, Vegan, Sweetened, Unsulfured, Bulk, Great for Culinary Use and Baking - by ",7,2.88,/ip/Diced-Dried-Pineapple-10-Pounds-Raw-Vegan-Sweetened-Unsulfured-Bulk-Great-for-Culinary-Use-and-Baking-by-Food-to-Live/805534505?wpa_bd=&wpa_pg_seller_id=7380ECB973A14504AF45E656CFD3FBDF&wpa_ref_id=wpaqs:38ijdwlmfn2lSUie5jQoJSmaGv05TXYO82eKlaNvlBnDzvNiUeRB7I9T1QdsWFyXYVtxErYzDHPAEY5IePYNJEd3Ws0mo9QBozsNs5CsByZR6A6IfAiD0G0Cy-lVnz8QDnEqhCvdeYW9KEKssDElJLVxI8Xm5D7-7OYkcHTX7qP9NPr5sddTmCiE7srsZJb14t1OCtD9WKsGqRyfP49k9w&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=8&wpa_plmt=__plmt__&wpa_aduid=__aduid__
Food,226,3.12,/ip/Great-Value-Dried-Cranberries-Sweetened-Value-Pack-24-oz/46460961
"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)",550,4.31,/ip/belVita-Soft-Baked-Banana-Bread-Breakfast-Biscuits-5-Packs-1-Biscuit-Per-Pack/34312391
"belVita Cranberry Orange Breakfast Biscuits, 5 Packs (4 Biscuits Per Pack)",412,7.26,/ip/belVita-Cranberry-Orange-Breakfast-Biscuits-5-Packs-4-Biscuits-Per-Pack/44754087
"belVita Blueberry Breakfast Biscuits, 12 Packs (4 Biscuits Per Pack)",223,5.48,/ip/belVita-Blueberry-Breakfast-Biscuits-12-Packs-4-Biscuits-Per-Pack/48966029
"Great Value Chewy Variety Pack Granola Bars Value Pack, 0.84 oz, 24 Count",622,2.50,/ip/Great-Value-Chewy-Variety-Pack-Granola-Bars-Value-Pack-0-84-oz-24-Count/39127386
"belVita Soft Baked Oats & Chocolate Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)",146,2.50,/ip/belVita-Soft-Baked-Oats-Chocolate-Breakfast-Biscuits-5-Packs-1-Biscuit-Per-Pack/26811023
"belVita Chocolate Breakfast Biscuits, 5 Packs (4 Biscuits Per Pack)",171,6.24,/ip/belVita-Chocolate-Breakfast-Biscuits-5-Packs-4-Biscuits-Per-Pack/21467426
"belVita Sandwich Peanut Butter Breakfast Biscuits, 5 Packs (2 Sandwiches Per Pack)",120,2.84,/ip/belVita-Sandwich-Peanut-Butter-Breakfast-Biscuits-5-Packs-2-Sandwiches-Per-Pack/50259427
"belVita Cinnamon Brown Sugar Breakfast Biscuits, 5 Packs (4 Biscuits Per Pack)",2054,2.50,/ip/belVita-Cinnamon-Brown-Sugar-Breakfast-Biscuits-5-Packs-4-Biscuits-Per-Pack/21467427
"belVita Soft Baked Mixed Berry Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)",167,2.99,/ip/belVita-Soft-Baked-Mixed-Berry-Breakfast-Biscuits-5-Packs-1-Biscuit-Per-Pack/26811018
"Doritos Nacho Cheese Flavored Tortilla Chips, Party Size, 15 oz",1001,4.31,/ip/Doritos-Nacho-Cheese-Flavored-Tortilla-Chips-Party-Size-15-oz/164047382
"Tostitos Scoops! Tortilla Chips, Party Size, 14.5 oz Bag",927,9.56,/ip/Tostitos-Scoops-Tortilla-Chips-Party-Size-14-5-oz-Bag/11027423
"Frito Lay Family Fun Mix Snacks Variety Pack, 18 Count",300,5.00,/ip/Frito-Lay-Family-Fun-Mix-Snacks-Variety-Pack-18-Count/971503257
"Pringles, Potato Crisps Chips, Original, 5.2 Oz",766,3.48,/ip/Pringles-Potato-Crisps-Chips-Original-5-2-Oz/47217461
"Pringles, Potato Crisps Chips, Sour Cream & Onion Flavored, 5.5 Oz",570,3.98,/ip/Pringles-Potato-Crisps-Chips-Sour-Cream-Onion-Flavored-5-5-Oz/108065286
"Pringles, Snack Stacks Potato Crisps Chips, Flavored Variety Pack, 19.5 Oz",593,3.98,/ip/Pringles-Snack-Stacks-Potato-Crisps-Chips-Flavored-Variety-Pack-19-5-Oz/453387822
"Frito-Lay Flavor Mix, 28 Count",183,6.48,/ip/Frito-Lay-Flavor-Mix-28-Count/984440765
"Doritos Cool Ranch Flavored Tortilla Chips, Party Size, 15 oz Bag",354,1.48,/ip/Doritos-Cool-Ranch-Flavored-Tortilla-Chips-Party-Size-15-oz-Bag/148724440
"Garden Veggie Straws, Sea Salt, 14 oz",219,1.48,/ip/Garden-Veggie-Straws-Sea-Salt-14-oz/462316912
"Great Value Whole Natural Almonds, 14 oz",241,4.93,/ip/Great-Value-Whole-Natural-Almonds-14-oz/50228646
"Great Value Dried Prunes, Pitted, 18 oz",791,4.31,/ip/Great-Value-Dried-Prunes-Pitted-18-oz/12430567
"Idahoan Loaded Baked® Mashed Family Size, 8 oz Pouch",20,5.48,/ip/Idahoan-Loaded-Baked-Mashed-Family-Size-8-oz-Pouch/159466703
"BetterBody Foods Organic Chia Seeds, 2.0 lb, 30 Servings",486,4.97,/ip/BetterBody-Foods-Organic-Chia-Seeds-2-0-lb-30-Servings/47375930?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:zwf5wC1Ksar1BEgVxl6hM6SYqMxoe0h5_2_k2ATy4hBIYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA0Hd7Uhv1JfEbAHlX7YWk2vyaojnDRsMjkkExbCWmNVeDnEqhCvdeYW9KEKssDElJLVxI8Xm5D7-7OYkcHTX7qO3MTCRNboNgu6V4ynkf1oY4t1OCtD9WKsGqRyfP49k9w&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=4&wpa_plmt=__plmt__&wpa_aduid=__aduid__
"Wonderful Roasted & Salted Pistachios, 24 Oz",409,3.94,/ip/Wonderful-Roasted-Salted-Pistachios-24-Oz/16381745
"Great Value Honey Roasted Peanuts, 34.5 Oz.",532,11.99,/ip/Great-Value-Honey-Roasted-Peanuts-34-5-Oz/10448380
"Great Value Deluxe Cashews, 30 oz",517,8.94,/ip/Great-Value-Deluxe-Cashews-30-oz/364798995
"Great Value Cocoa Roasted Almonds, 14 oz",199,17.27,/ip/Great-Value-Cocoa-Roasted-Almonds-14-oz/50128104
"Great Value Cinnamon Roasted Almonds, 14 oz",183,9.94,/ip/Great-Value-Cinnamon-Roasted-Almonds-14-oz/50128105
"(4 pack) Great Value Medium Pitted Black Olives, 6 oz",206,5.02,/ip/4-pack-Great-Value-Medium-Pitted-Black-Olives-6-oz/213548809
"(4 Pack) Great Value Sliced Black Olives, 2.25 oz",132,7.45,/ip/4-Pack-Great-Value-Sliced-Black-Olives-2-25-oz/47229337
"(4 Pack) Great Value Chopped Black Olives, 4.25 oz",50,4.84,/ip/4-Pack-Great-Value-Chopped-Black-Olives-4-25-oz/47229316
"Great Value Large Pitted Black Olives, 6 oz",36,4.63,/ip/Great-Value-Large-Pitted-Black-Olives-6-oz/10315444
"Great Value Jumbo Pitted Black Olives, 5.75 oz",66,5.52,/ip/Great-Value-Jumbo-Pitted-Black-Olives-5-75-oz/10315445
"(4 Pack) Mario Black Olives, Sliced, 3.8 Oz",10,5.19,/ip/4-Pack-Mario-Black-Olives-Sliced-3-8-Oz/47231568
"(3 Pack) Mario Pitted Black Olives, Medium, 6 Oz",18,1.27,/ip/3-Pack-Mario-Pitted-Black-Olives-Medium-6-Oz/47231574
"(4 Pack) Mario Black Olives, Sliced, 2.25 Oz",17,1.27,/ip/4-Pack-Mario-Black-Olives-Sliced-2-25-Oz/47229326
"(6 Pack) Pearls Ripe Pitted Large Black Olives,6 oz Can",127,5.98,/ip/6-Pack-Pearls-Ripe-Pitted-Large-Black-Olives-6-oz-Can/10293085
NOW ,39,3.64,/ip/NOW-Foods-NOW-Real-Food-Manuka-Honey-Monofloral-Creamy-8-8-oz/712453272
Food,9,19.87,/ip/Raw-Manuka-Honey-YS-Eco-Bee-Farms-12-oz-Paste/192247298
s,1,3.64,/ip/Wedderspoon-Manuka-Honey-Kfactor-16-8-8-Oz/196198053
 - NOW Real ,2,30.46,/ip/Wedderspoon-Honey-On-The-Go-100-Raw-Manuka-Honey-24-Packets/140735640
Food,4,38.46,/ip/Manuka-Doctor-Bio-Active-20-Manuka-Honey-8-75-Oz/40232978
 Manuka Honey Monofloral Creamy - 8.8 oz.,1,21.98,/ip/Comvita-Certified-UMF-10-Manuka-Honey-Raw-Wild-17-6-oz/128909112
Raw Manuka Honey YS Eco Bee Farms 12 oz Paste,8,134.17,/ip/Manuka-Honey-Sticks-10-Ct/437804575
"Wedderspoon Manuka Honey, Kfactor 16, 8.8 Oz.",3,20.87,/ip/Kiva-Manuka-Honey-UMF-20/737810453
Sims ,54,7.80,/ip/Sims-Foods-Wickles-Relish-16-oz/15673687
Foods,34,4.31,/ip/Greensen-Plastic-Chutney-Cup-Chutney-Cup-4-Sizes-50Pcs-Disposable-Plastic-Clear-Sauce-Chutney-Cups-Boxes-With-Lid-Food-Takeaway-Hot/990248772
" Wickles Relish, 16 oz",387,5.48,/ip/Great-Value-Sweet-Relish-24-fl-oz/792526580
